Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
BungeeCord1,net.md_5.bungee.event,EventBus,findHandlers,Long Statement,The length of the statement "Set<Method> methods=ImmutableSet.<Method>builder().add(listener.getClass().getMethods()).add(listener.getClass().getDeclaredMethods()).build();" is 143.,73
BungeeCord1,net.md_5.bungee.event,EventBus,findHandlers,Long Statement,The length of the statement "logger.log(Level.INFO`"Method {0} in class {1} annotated with {2} does not have single argument"`new Object[]{m`listener.getClass()`annotation});" is 145.,73
BungeeCord1,net.md_5.bungee.event,EventBus,bakeHandlers,Magic Number,The method contains a magic number: 2,157
BungeeCord1,net.md_5.bungee.event,EventPriorityTest,onMinPriority,Magic Number,The method contains a magic number: 7,22
BungeeCord1,net.md_5.bungee.event,EventPriorityTest,onLowestPriority,Magic Number,The method contains a magic number: 6,29
BungeeCord1,net.md_5.bungee.event,EventPriorityTest,onNormalPriority,Magic Number,The method contains a magic number: 4,36
BungeeCord1,net.md_5.bungee.event,EventPriorityTest,onHighestPriority,Magic Number,The method contains a magic number: 2,43
BungeeCord1,net.md_5.bungee.log,BungeeLogger,BungeeLogger,Magic Number,The method contains a magic number: 24,17
BungeeCord1,net.md_5.bungee.log,BungeeLogger,BungeeLogger,Magic Number,The method contains a magic number: 8,17
BungeeCord1,net.md_5.bungee.log,ColouredWriter,print,Empty catch clause,The method has an empty catch block.,62
BungeeCord1,net.md_5.bungee.log,ColouredWriter,print,Long Statement,The length of the statement "console.print(Ansi.ansi().eraseLine(Erase.ALL).toString() + ConsoleReader.RESET_LINE + s+ Ansi.ansi().reset().toString());" is 122.,62
BungeeCord1,net.md_5.bungee.module.cmd.alert,CommandAlert,execute,Magic Number,The method contains a magic number: 2,18
BungeeCord1,net.md_5.bungee.module.cmd.alert,CommandAlertRaw,execute,Long Statement,The length of the statement "sender.sendMessage(new ComponentBuilder(ProxyServer.getInstance().getTranslation("error_occurred_player")).event(new HoverEvent(HoverEvent.Action.SHOW_TEXT`new ComponentBuilder(error.getMessage()).color(ChatColor.RED).create())).create());" is 239.,21
BungeeCord1,net.md_5.bungee.module.cmd.find,CommandFind,execute,Long Statement,The length of the statement "ComponentBuilder componentBuilder=new ComponentBuilder().appendLegacy(ProxyServer.getInstance().getTranslation("user_online_at"`player.getName()`server.getName()));" is 164.,21
BungeeCord1,net.md_5.bungee.module.cmd.find,CommandFind,execute,Long Statement,The length of the statement "componentBuilder.event(new HoverEvent(HoverEvent.Action.SHOW_TEXT`new ComponentBuilder().appendLegacy(ProxyServer.getInstance().getTranslation("click_to_connect")).create()));" is 175.,21
BungeeCord1,net.md_5.bungee.module.cmd.list,CommandList,execute,Long Statement,The length of the statement "BaseComponent baseComponent=new ComponentBuilder().appendLegacy(ProxyServer.getInstance().getTranslation("command_list"`server.getName()`players.size()`String.join(ChatColor.RESET + "` "`players))).build();" is 206.,31
BungeeCord1,net.md_5.bungee.module.cmd.list,CommandList,execute,Long Statement,The length of the statement "baseComponent.setHoverEvent(new HoverEvent(HoverEvent.Action.SHOW_TEXT`new Text(new ComponentBuilder().appendLegacy(ProxyServer.getInstance().getTranslation("click_to_connect")).create())));" is 190.,31
BungeeCord1,net.md_5.bungee.module.cmd.list,CommandList,execute,Long Statement,The length of the statement "sender.sendMessage(ProxyServer.getInstance().getTranslation("total_players"`ProxyServer.getInstance().getOnlineCount()));" is 121.,31
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,execute,Complex Method,Cyclomatic complexity of the method is 9,99
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,execute,Long Statement,The length of the statement "ServerConnectRequest request=ServerConnectRequest.builder().target(server).reason(ServerConnectEvent.Reason.COMMAND).callback(new SendCallback.Entry(callback`player`server)).build();" is 182.,99
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,execute,Magic Number,The method contains a magic number: 2,99
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,onTabComplete,Complex Method,Cyclomatic complexity of the method is 9,160
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,onTabComplete,Magic Number,The method contains a magic number: 2,160
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,execute,Complex Method,Cyclomatic complexity of the method is 8,32
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,execute,Long Statement,The length of the statement "sender.sendMessage(ProxyServer.getInstance().getTranslation("current_server"`((ProxiedPlayer)sender).getServer().getInfo().getName()));" is 135.,32
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,execute,Long Statement,The length of the statement "ComponentBuilder serverList=new ComponentBuilder().appendLegacy(ProxyServer.getInstance().getTranslation("server_list"));" is 121.,32
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,execute,Long Statement,The length of the statement "serverTextComponent.setHoverEvent(new HoverEvent(HoverEvent.Action.SHOW_TEXT`new ComponentBuilder(count + (count == 1 ? " player" : " players") + "\n").appendLegacy(ProxyServer.getInstance().getTranslation("click_to_connect")).create()));" is 238.,32
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,onTabComplete,Long Statement,The length of the statement "return (args.length > 1) ? Collections.EMPTY_LIST : Iterables.transform(Iterables.filter(ProxyServer.getInstance().getServers().values()`new Predicate<ServerInfo>(){" is 165.,83
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,YamlReconnectHandler,YamlReconnectHandler,Abstract Function Call From Constructor,The constructor YamlReconnectHandler calls a virtual method getLogger.,29
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,YamlReconnectHandler,setServer,Long Statement,The length of the statement "data.put(key(player)`(player.getReconnectServer() != null) ? player.getReconnectServer().getName() : player.getServer().getInfo().getName());" is 141.,70
BungeeCord1,net.md_5.bungee.jni.cipher,NativeCipher,init,Magic Number,The method contains a magic number: 16,18
BungeeCord1,net.md_5.bungee.jni,NativeCode,load,Empty catch clause,The method has an empty catch block.,33
BungeeCord1,net.md_5.bungee.jni,NativeCode,load,Empty catch clause,The method has an empty catch block.,33
BungeeCord1,net.md_5.bungee.jni.zlib,NativeCompressImpl,process,Long Parameter List,The method has 6 parameters. ,24
BungeeCord1,net.md_5.bungee.jni.zlib,NativeZlib,process,Long Statement,The length of the statement "processed=nativeCompress.process(ctx`in.memoryAddress() + in.readerIndex()`in.readableBytes()`out.memoryAddress() + out.writerIndex()`out.writableBytes()`compress);" is 164.,40
BungeeCord1,net.md_5.bungee.jni.zlib,NativeZlib,process,Magic Number,The method contains a magic number: 8192,40
BungeeCord1,net.md_5.bungee.protocol,ChatChain,readLinks,Magic Number,The method contains a magic number: 5,33
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeString,Magic Number,The method contains a magic number: 3,55
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeString,Magic Number,The method contains a magic number: 3,55
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readString,Magic Number,The method contains a magic number: 3,77
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readString,Magic Number,The method contains a magic number: 3,77
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarInt,Magic Number,The method contains a magic number: 5,233
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarInt,Magic Number,The method contains a magic number: 0x7F,238
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarInt,Magic Number,The method contains a magic number: 7,238
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarInt,Magic Number,The method contains a magic number: 0x80,238
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarInt,Magic Number,The method contains a magic number: 0x80,238
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarInt,Magic Number,The method contains a magic number: 0x7F,263
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarInt,Magic Number,The method contains a magic number: 7,263
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarInt,Magic Number,The method contains a magic number: 0x80,263
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarShort,Magic Number,The method contains a magic number: 0x8000,285
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarShort,Magic Number,The method contains a magic number: 0x7FFF,285
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarShort,Magic Number,The method contains a magic number: 0xFF,285
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readVarShort,Magic Number,The method contains a magic number: 15,285
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarShort,Magic Number,The method contains a magic number: 0x7FFF,297
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarShort,Magic Number,The method contains a magic number: 0x7F8000,297
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarShort,Magic Number,The method contains a magic number: 15,297
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeVarShort,Magic Number,The method contains a magic number: 0x8000,297
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readPublicKey,Magic Number,The method contains a magic number: 512,380
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readPublicKey,Magic Number,The method contains a magic number: 4096,380
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readNumberFormat,Magic Number,The method contains a magic number: 2,406
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readNumberFormat,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@76499bd4,406
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readFixedBitSet,Magic Number,The method contains a magic number: 8,500
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,readFixedBitSet,Magic Number,The method contains a magic number: 3,500
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeFixedBitSet,Magic Number,The method contains a magic number: 8,508
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,writeFixedBitSet,Magic Number,The method contains a magic number: 3,508
BungeeCord1,net.md_5.bungee.protocol,KickStringWriter,encode,Magic Number,The method contains a magic number: 0xFF,12
BungeeCord1,net.md_5.bungee.protocol,LegacyDecoder,decode,Long Statement,The length of the statement "out.add(new PacketWrapper(new LegacyPing(in.isReadable() && in.readUnsignedByte() == 0x01)`Unpooled.EMPTY_BUFFER`Protocol.STATUS));" is 131.,14
BungeeCord1,net.md_5.bungee.protocol,LegacyDecoder,decode,Magic Number,The method contains a magic number: 0xFE,14
BungeeCord1,net.md_5.bungee.protocol,LegacyDecoder,decode,Magic Number,The method contains a magic number: 0x02,14
BungeeCord1,net.md_5.bungee.protocol,MinecraftDecoder,decode,Long Statement,The length of the statement "throw new BadPacketException("Packet " + protocol + ":"+ prot.getDirection()+ "/"+ packetId+ " ("+ packet.getClass().getSimpleName()+ ") larger than expected` extra bytes: "+ in.readableBytes());" is 195.,22
BungeeCord1,net.md_5.bungee.protocol,SeenMessages,read,Magic Number,The method contains a magic number: 20,20
BungeeCord1,net.md_5.bungee.protocol,SeenMessages,write,Magic Number,The method contains a magic number: 20,27
BungeeCord1,net.md_5.bungee.protocol,TagUtil,fromJson,Complex Method,Cyclomatic complexity of the method is 24,34
BungeeCord1,net.md_5.bungee.protocol,TagUtil,fromJson,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@27661931,34
BungeeCord1,net.md_5.bungee.protocol,TagUtil,toJson,Complex Method,Cyclomatic complexity of the method is 21,150
BungeeCord1,net.md_5.bungee.protocol,TagUtil,toJson,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6f3cf61c,150
BungeeCord1,net.md_5.bungee.protocol,Varint21FrameDecoder,decode,Complex Method,Cyclomatic complexity of the method is 9,15
BungeeCord1,net.md_5.bungee.protocol,Varint21FrameDecoder,decode,Magic Number,The method contains a magic number: 3,15
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 0xFFFFFF80,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 0xFFFFC000,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 2,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 0xFFE00000,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 3,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 0xF0000000,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 4,27
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,varintSize,Magic Number,The method contains a magic number: 5,27
BungeeCord1,net.md_5.bungee.protocol,TagUtilTest,testStringLiteral,Long Statement,The length of the statement "testDissembleReassemble("{\"text\":\"\"`\"extra\":[\"hello\"`{\"text\":\"there\"`\"color\":\"#ff0000\"}`{\"text\":\"friend\"`\"font\":\"minecraft:default\"}]}");" is 161.,24
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,read,Magic Number,The method contains a magic number: 2,33
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,read,Magic Number,The method contains a magic number: 3,33
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,read,Magic Number,The method contains a magic number: 4,33
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,read,Magic Number,The method contains a magic number: 5,33
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,write,Magic Number,The method contains a magic number: 2,69
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,write,Magic Number,The method contains a magic number: 3,69
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,write,Magic Number,The method contains a magic number: 4,69
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,write,Magic Number,The method contains a magic number: 5,69
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,read,Long Statement,The length of the statement "message=readString(buf`(direction == ProtocolConstants.Direction.TO_CLIENT) ? 262144 : (protocolVersion >= ProtocolConstants.MINECRAFT_1_11 ? 256 : 100));" is 154.,40
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,read,Magic Number,The method contains a magic number: 262144,40
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,read,Magic Number,The method contains a magic number: 256,40
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,read,Magic Number,The method contains a magic number: 100,40
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,write,Long Statement,The length of the statement "writeString(message`buf`(direction == ProtocolConstants.Direction.TO_CLIENT) ? 262144 : (protocolVersion >= ProtocolConstants.MINECRAFT_1_11 ? 256 : 100));" is 155.,54
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,write,Magic Number,The method contains a magic number: 262144,54
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,write,Magic Number,The method contains a magic number: 256,54
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,write,Magic Number,The method contains a magic number: 100,54
BungeeCord1,net.md_5.bungee.protocol.packet,ClientChat,read,Magic Number,The method contains a magic number: 256,29
BungeeCord1,net.md_5.bungee.protocol.packet,ClientChat,read,Magic Number,The method contains a magic number: 256,29
BungeeCord1,net.md_5.bungee.protocol.packet,ClientCommand,read,Magic Number,The method contains a magic number: 256,32
BungeeCord1,net.md_5.bungee.protocol.packet,ClientCommand,read,Magic Number,The method contains a magic number: 8,32
BungeeCord1,net.md_5.bungee.protocol.packet,ClientCommand,read,Magic Number,The method contains a magic number: 16,32
BungeeCord1,net.md_5.bungee.protocol.packet,ClientCommand,read,Magic Number,The method contains a magic number: 256,32
BungeeCord1,net.md_5.bungee.protocol.packet,ClientSettings,read,Magic Number,The method contains a magic number: 16,29
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,read,Complex Method,Cyclomatic complexity of the method is 10,59
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@32dcde17,59
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,write,Complex Method,Cyclomatic complexity of the method is 16,127
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,binaryFlag,Magic Number,The method contains a magic number: 0x2,1021
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,read,Magic Number,The method contains a magic number: 32,24
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,read,Magic Number,The method contains a magic number: 128,24
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,read,Magic Number,The method contains a magic number: 4096,24
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,write,Magic Number,The method contains a magic number: 32,37
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,write,Magic Number,The method contains a magic number: 128,37
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,write,Magic Number,The method contains a magic number: 4096,37
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse,read,Complex Conditional,The conditional expression protocolVersion < ProtocolConstants.MINECRAFT_1_19 || protocolVersion >= ProtocolConstants.MINECRAFT_1_19_3 || buf.readBoolean() is complex.,23
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse,read,Long Statement,The length of the statement "if (protocolVersion < ProtocolConstants.MINECRAFT_1_19 || protocolVersion >= ProtocolConstants.MINECRAFT_1_19_3 || buf.readBoolean()) {" is 135.,23
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse,read,Magic Number,The method contains a magic number: 128,23
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse,read,Magic Number,The method contains a magic number: 128,23
BungeeCord1,net.md_5.bungee.protocol.packet,Handshake,read,Magic Number,The method contains a magic number: 255,23
BungeeCord1,net.md_5.bungee.protocol.packet,Login,read,Complex Method,Cyclomatic complexity of the method is 27,46
BungeeCord1,net.md_5.bungee.protocol.packet,Login,read,Magic Number,The method contains a magic number: 29,46
BungeeCord1,net.md_5.bungee.protocol.packet,Login,write,Complex Method,Cyclomatic complexity of the method is 28,171
BungeeCord1,net.md_5.bungee.protocol.packet,Login,write,Long Method,The method has 100 lines of code.,171
BungeeCord1,net.md_5.bungee.protocol.packet,Login,write,Magic Number,The method contains a magic number: 29,171
BungeeCord1,net.md_5.bungee.protocol.packet,LoginPayloadRequest,read,Magic Number,The method contains a magic number: 1048576,23
BungeeCord1,net.md_5.bungee.protocol.packet,LoginPayloadResponse,read,Magic Number,The method contains a magic number: 1048576,22
BungeeCord1,net.md_5.bungee.protocol.packet,LoginRequest,read,Magic Number,The method contains a magic number: 16,25
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem,read,Complex Method,Cyclomatic complexity of the method is 9,24
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem,write,Complex Method,Cyclomatic complexity of the method is 9,64
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate,read,Complex Method,Cyclomatic complexity of the method is 11,23
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate,read,Magic Number,The method contains a magic number: 512,23
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate,read,Magic Number,The method contains a magic number: 4096,23
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate,write,Complex Method,Cyclomatic complexity of the method is 11,69
BungeeCord1,net.md_5.bungee.protocol.packet,PluginMessage,read,Magic Number,The method contains a magic number: 20,59
BungeeCord1,net.md_5.bungee.protocol.packet,PluginMessage,read,Magic Number,The method contains a magic number: 0x100000,59
BungeeCord1,net.md_5.bungee.protocol.packet,Respawn,read,Complex Method,Cyclomatic complexity of the method is 12,34
BungeeCord1,net.md_5.bungee.protocol.packet,Respawn,write,Complex Method,Cyclomatic complexity of the method is 12,93
BungeeCord1,net.md_5.bungee.protocol.packet,ScoreboardObjective,read,Magic Number,The method contains a magic number: 2,32
BungeeCord1,net.md_5.bungee.protocol.packet,ScoreboardObjective,write,Magic Number,The method contains a magic number: 2,55
BungeeCord1,net.md_5.bungee.protocol.packet,ServerData,write,Complex Method,Cyclomatic complexity of the method is 8,54
BungeeCord1,net.md_5.bungee.protocol.packet,StoreCookie,read,Magic Number,The method contains a magic number: 5120,22
BungeeCord1,net.md_5.bungee.protocol.packet,SystemChat,read,Long Statement,The length of the statement "position=(protocolVersion >= ProtocolConstants.MINECRAFT_1_19_1) ? ((buf.readBoolean()) ? ChatMessageType.ACTION_BAR.ordinal() : 0) : readVarInt(buf);" is 150.,24
BungeeCord1,net.md_5.bungee.protocol.packet,SystemChat,read,Magic Number,The method contains a magic number: 262144,24
BungeeCord1,net.md_5.bungee.protocol.packet,TabCompleteRequest,read,Long Statement,The length of the statement "cursor=readString(buf`(protocolVersion > ProtocolConstants.MINECRAFT_1_13 ? 32500 : (protocolVersion == ProtocolConstants.MINECRAFT_1_13 ? 256 : 32767)));" is 154.,37
BungeeCord1,net.md_5.bungee.protocol.packet,TabCompleteRequest,read,Magic Number,The method contains a magic number: 32500,37
BungeeCord1,net.md_5.bungee.protocol.packet,TabCompleteRequest,read,Magic Number,The method contains a magic number: 256,37
BungeeCord1,net.md_5.bungee.protocol.packet,TabCompleteRequest,read,Magic Number,The method contains a magic number: 32767,37
BungeeCord1,net.md_5.bungee.protocol.packet,Team,read,Complex Conditional,The conditional expression mode == 0 || mode == 3 || mode == 4 is complex.,46
BungeeCord1,net.md_5.bungee.protocol.packet,Team,read,Magic Number,The method contains a magic number: 2,46
BungeeCord1,net.md_5.bungee.protocol.packet,Team,read,Magic Number,The method contains a magic number: 3,46
BungeeCord1,net.md_5.bungee.protocol.packet,Team,read,Magic Number,The method contains a magic number: 4,46
BungeeCord1,net.md_5.bungee.protocol.packet,Team,write,Complex Conditional,The conditional expression mode == 0 || mode == 3 || mode == 4 is complex.,86
BungeeCord1,net.md_5.bungee.protocol.packet,Team,write,Magic Number,The method contains a magic number: 2,86
BungeeCord1,net.md_5.bungee.protocol.packet,Team,write,Magic Number,The method contains a magic number: 3,86
BungeeCord1,net.md_5.bungee.protocol.packet,Team,write,Magic Number,The method contains a magic number: 4,86
BungeeCord1,net.md_5.bungee.protocol.packet,Title,read,Magic Number,The method contains a magic number: 2,33
BungeeCord1,net.md_5.bungee.protocol.packet,Title,write,Magic Number,The method contains a magic number: 2,66
BungeeCord1,net.md_5.bungee.protocol.packet,UnsignedClientCommand,read,Magic Number,The method contains a magic number: 256,21
BungeeCord1,net.md_5.bungee.conf,Configuration,load,Complex Method,Cyclomatic complexity of the method is 10,73
BungeeCord1,net.md_5.bungee.conf,Configuration,load,Long Statement,The length of the statement "disabledCommands=new CaseInsensitiveSet((Collection<String>)adapter.getList("disabled_commands"`Arrays.asList("disabledcommandhere")));" is 135.,73
BungeeCord1,net.md_5.bungee.conf,Configuration,load,Long Statement,The length of the statement "Preconditions.checkArgument(newServers.containsKey(oldServer.getName())`"Server %s removed on reload!"`oldServer.getName());" is 124.,73
BungeeCord1,net.md_5.bungee.conf,YamlConfig,load,Long Statement,The length of the statement "throw new RuntimeException("Invalid configuration encountered - this is a configuration error and NOT a bug! Please attempt to fix the error or see https://www.spigotmc.org/ for help."`ex);" is 189.,59
BungeeCord1,net.md_5.bungee.conf,YamlConfig,load,Long Statement,The length of the statement "set("permissions.admin"`Arrays.asList(new String[]{"bungeecord.command.alert"`"bungeecord.command.end"`"bungeecord.command.ip"`"bungeecord.command.reload"`"bungeecord.command.kick"}));" is 184.,59
BungeeCord1,net.md_5.bungee.conf,YamlConfig,getListeners,Long Statement,The length of the statement "ListenerInfo info=new ListenerInfo(address`motd`maxPlayers`tabListSize`serverPriority`forceDefault`forced`value.toString()`setLocalAddress`pingPassthrough`queryPort`query`proxyProtocol);" is 186.,229
BungeeCord1,net.md_5.bungee.conf,YamlConfig,getListeners,Magic Number,The method contains a magic number: 60,229
BungeeCord1,net.md_5.bungee.conf,YamlConfig,getListeners,Magic Number,The method contains a magic number: 25577,229
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Long Statement,The length of the statement "rewrite.rewriteClientbound(packet.buf`con.getServerEntityId()`con.getClientEntityId()`con.getPendingConnection().getVersion());" is 127.,150
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Magic Number,The method contains a magic number: 50,161
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Magic Number,The method contains a magic number: 2,192
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@8f174a3,192
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1f495b1d,217
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Complex Method,Cyclomatic complexity of the method is 9,256
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Magic Number,The method contains a magic number: 2,256
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Magic Number,The method contains a magic number: 3,256
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Magic Number,The method contains a magic number: 4,256
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Complex Method,Cyclomatic complexity of the method is 54,306
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@174dd2fe,306
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Long Statement,The length of the statement "ServerKickEvent event=bungee.getPluginManager().callEvent(new ServerKickEvent(con`server.getInfo()`new BaseComponent[]{kick.getMessage()}`def`ServerKickEvent.State.CONNECTED));" is 176.,644
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Long Statement,The length of the statement "return lowerCase.startsWith(commandName) && entry.getValue().hasPermission(con) && !bungee.getDisabledCommands().contains(lowerCase);" is 133.,669
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Long Statement,The length of the statement "tabCompleteResponse.setSuggestions(new Suggestions(range`Lists.transform(tabCompleteResponseEvent.getSuggestions()`new Function<String`Suggestion>(){" is 149.,669
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Complex Conditional,The conditional expression !bungee.getDisabledCommands().contains(command.getKey()) && commands.getRoot().getChild(command.getKey()) == null && command.getValue().hasPermission(con) is complex.,755
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Long Statement,The length of the statement "if (!bungee.getDisabledCommands().contains(command.getKey()) && commands.getRoot().getChild(command.getKey()) == null && command.getValue().hasPermission(con)) {" is 161.,755
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,handle,Long Statement,The length of the statement "CommandNode dummy=LiteralArgumentBuilder.literal(command.getKey()).executes(DUMMY_COMMAND).then(RequiredArgumentBuilder.argument("args"`StringArgumentType.greedyString()).suggests(Commands.SuggestionRegistry.ASK_SERVER).executes(DUMMY_COMMAND)).build();" is 253.,755
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 16,175
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "kickMessage=ChatColor.DARK_BLUE + "\00" + 127+ '\00'+ legacy.getVersion().getName()+ '\00'+ getFirstLine(legacy.getDescription())+ '\00'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getOnline() : "-1")+ '\00'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getMax() : "-1");" is 289.,197
